generation,scenario,id,normPref,aprioriAck,legalAck,careAck,epistemicAck,attempts,successes,conflict,debt,momentum,trustCount,trustMax,fulfilled,denied,expired,repaired,role,temperament,moralStance,scenarioGroup,memoryLength,affiliation,enableMoralRepair,enableDirectedEmergence,enableNonReciprocalTargeting,batchRun
1,pluralist,46,care,true,true,false,false,372,159,1,1,0.699,3,4,2,1,0,0,responder,0.3047988112047323,proactive,pluralist,0.7263299997229217,pref_care,true,false,false,1
1,pluralist,48,legal,false,true,true,true,93,60,0,0,0.978,1,28,1,0,0,0,mediator,0.9493529238232193,proactive,pluralist,0.5264094048870102,pref_legal,true,false,false,1
1,pluralist,50,epistemic,false,true,true,false,465,184,1,1,0.834,3,24,2,1,0,0,responder,0.5390690593460259,reactive,pluralist,0.7902290469516167,pref_epistemic,true,false,false,1
1,pluralist,51,apriori,false,true,false,false,93,24,1,1,0.801,1,0,0,1,0,0,mediator,0.001055384329545106,proactive,authoritarian,0.5195686517534827,pref_epistemic,true,false,false,1
1,pluralist,52,epistemic,false,true,false,false,186,50,2,2,0.593,2,0,0,2,0,0,mediator,0.8517899709345561,reactive,authoritarian,0.5424403634040329,pref_apriori,true,false,false,1
1,pluralist,53,care,true,false,true,false,93,43,1,1,0.574,1,0,0,1,0,0,disruptor,0.5517952729355995,proactive,pluralist,0.70577787535577,pref_epistemic,true,false,false,1
1,pluralist,54,care,false,false,false,false,93,37,1,1,0.315,1,0,0,1,0,0,disruptor,0.7606574463596012,proactive,collapsed,0.725091709304623,pref_legal,true,false,false,1
1,pluralist,55,legal,true,true,true,false,0,0,0,0,0.514,0,0,0,0,0,0,initiator,0.976612033689132,proactive,pluralist,0.6536475989794488,pref_legal,true,false,false,1
1,pluralist,56,apriori,true,false,true,true,186,87,1,1,0.796,2,5,1,1,0,0,disruptor,0.2540705390446685,reactive,pluralist,0.6194571014795458,pref_care,true,false,false,1
1,pluralist,57,care,true,true,false,false,186,109,1,1,0.921,2,48,1,1,0,0,initiator,0.8859578488618959,proactive,pluralist,0.720814842628978,pref_apriori,true,false,false,1
1,pluralist,58,care,true,false,true,true,0,0,0,0,0.453,0,0,0,0,0,0,disruptor,0.34626229780607354,proactive,pluralist,0.40913861283685854,pref_care,true,false,false,1
1,pluralist,59,legal,false,false,true,true,186,84,0,0,0.693,2,9,2,0,0,0,responder,0.9738529010617699,proactive,pluralist,0.7556876516247243,pref_legal,true,false,false,1
1,pluralist,60,care,false,false,true,true,186,138,1,1,0.628,2,91,1,1,0,0,mediator,0.7084845864431971,proactive,pluralist,0.7279461964210874,pref_legal,true,false,false,1
1,pluralist,61,legal,true,true,true,true,186,90,2,2,0.304,2,16,0,2,0,0,initiator,0.5538112809558945,proactive,utopian,0.7732351714044218,pref_epistemic,true,false,false,1
1,pluralist,62,epistemic,false,false,true,true,186,47,1,1,0.819,2,1,1,1,0,0,initiator,0.2421687464851231,proactive,pluralist,0.6553147130374364,pref_legal,true,false,false,1
1,pluralist,63,legal,true,false,true,false,279,128,0,0,0.494,1,4,1,0,0,0,mediator,0.21142314472787893,reactive,pluralist,0.6421471043034155,pref_legal,true,false,false,1
1,pluralist,64,legal,true,false,true,false,279,113,2,2,0.896,2,77,0,2,0,0,responder,0.21862776119923588,reactive,pluralist,0.6975990548563443,pref_epistemic,true,false,false,1
1,pluralist,65,epistemic,false,false,false,true,186,83,0,0,0.805,2,5,2,0,0,0,mediator,0.19871987590498064,reactive,pluralist,0.45280890562854875,pref_epistemic,true,false,false,1
1,pluralist,66,epistemic,true,true,false,true,93,10,1,1,0.686,1,0,0,1,0,0,initiator,0.6227888150280386,reactive,pluralist,0.5124393866024815,pref_care,true,false,false,1
1,pluralist,67,care,true,true,false,false,279,111,3,3,0.500,3,27,0,3,0,0,mediator,0.20294008038789413,proactive,pluralist,0.4668920183477956,pref_legal,true,false,false,1
1,pluralist,68,legal,false,false,true,true,93,13,1,1,0.593,1,0,0,1,0,0,responder,0.3490878856998133,reactive,pluralist,0.6499429678188515,pref_epistemic,true,false,false,1
1,pluralist,69,legal,false,true,false,false,279,55,2,2,0.682,3,4,1,2,0,0,initiator,0.8318734692329877,proactive,authoritarian,0.783696615819421,pref_epistemic,true,false,false,1
1,pluralist,70,epistemic,true,true,false,true,279,69,1,1,0.710,2,6,1,1,0,0,responder,0.8305531965846445,reactive,pluralist,0.46392017650570927,pref_legal,true,false,false,1
1,pluralist,71,epistemic,false,false,true,true,93,16,1,1,0.559,1,0,0,1,0,0,responder,0.8378319526570484,reactive,pluralist,0.7872189601257074,pref_legal,true,false,false,1
1,pluralist,72,legal,true,false,true,true,0,0,0,0,0.521,0,0,0,0,0,0,responder,0.3306909039374162,proactive,pluralist,0.4042701656949554,pref_legal,true,false,false,1
1,pluralist,73,epistemic,true,false,true,true,372,126,3,3,0.947,4,51,1,3,0,0,disruptor,0.16851987586710637,proactive,pluralist,0.7183452723254082,pref_care,true,false,false,1
1,pluralist,74,apriori,true,false,false,true,186,74,0,0,0.672,2,3,2,0,0,0,disruptor,0.5755028484110253,reactive,pluralist,0.5738886666132209,pref_care,true,false,false,1
1,pluralist,75,epistemic,true,true,true,false,186,38,2,2,0.385,2,0,0,2,0,0,mediator,0.11402185920360308,reactive,pluralist,0.4660438803378619,pref_legal,true,false,false,1
1,pluralist,76,epistemic,true,false,false,true,93,33,1,1,0.492,1,1,0,1,0,0,mediator,0.055878147792274624,proactive,pluralist,0.6912110327607796,pref_epistemic,true,false,false,1
1,pluralist,77,apriori,true,true,true,false,93,15,1,1,0.353,1,0,0,1,0,0,initiator,0.47281256799600513,reactive,pluralist,0.6468513037725323,pref_care,true,false,false,1
1,pluralist,78,apriori,true,true,false,false,279,65,2,2,0.730,2,0,0,2,0,0,initiator,0.2858372818255642,proactive,pluralist,0.677698163343391,pref_epistemic,true,false,false,1
1,pluralist,79,epistemic,false,true,true,false,186,23,1,1,0.709,1,0,0,1,0,0,responder,0.24284635660248366,reactive,pluralist,0.5053283421663988,pref_epistemic,true,false,false,1
1,pluralist,80,care,false,false,false,true,186,113,1,1,0.982,2,75,1,1,0,0,mediator,0.43825080450581755,reactive,pluralist,0.5150929323355911,pref_legal,true,false,false,1
1,pluralist,81,epistemic,true,false,true,false,279,63,0,0,0.321,3,1,3,0,0,0,disruptor,0.7979902079582394,reactive,pluralist,0.41247802027232505,pref_legal,true,false,false,1
1,pluralist,82,care,false,false,false,true,186,78,2,2,0.954,2,1,0,2,0,0,initiator,0.11224243679663037,proactive,pluralist,0.584022628436532,pref_epistemic,true,false,false,1
1,pluralist,83,care,true,false,true,false,186,79,0,0,0.902,2,29,2,0,0,0,initiator,0.6204331510520057,reactive,pluralist,0.5494266594935061,pref_legal,true,false,false,1
1,pluralist,85,legal,true,false,true,true,93,80,1,1,0.630,1,67,0,1,0,0,initiator,0.5952982682765939,proactive,pluralist,0.6162659060695083,pref_legal,true,false,false,1
1,pluralist,86,epistemic,false,false,false,false,93,25,1,1,0.980,1,0,0,1,0,0,mediator,0.5530487780635656,reactive,collapsed,0.7091189556223003,pref_care,true,false,false,1
1,pluralist,87,epistemic,true,false,true,false,186,47,1,1,0.496,1,0,0,1,0,0,initiator,0.06730000223005606,reactive,pluralist,0.6881937965390569,pref_legal,true,false,false,1
1,pluralist,88,care,false,true,true,true,0,0,0,0,0.588,0,0,0,0,0,0,disruptor,0.055284445902524126,proactive,pluralist,0.40374057288519033,pref_care,true,false,false,1
1,pluralist,89,care,true,false,true,true,0,0,0,0,0.892,0,0,0,0,0,0,disruptor,0.42630164652177926,proactive,pluralist,0.5662671000668517,pref_care,true,false,false,1
1,pluralist,90,legal,true,false,true,true,93,26,0,0,0.983,1,1,1,0,0,0,disruptor,0.5125344614331937,reactive,pluralist,0.7584531570589501,pref_epistemic,true,false,false,1
1,pluralist,91,legal,true,false,false,false,279,86,1,1,0.609,2,1,1,1,0,0,disruptor,0.42476772586963196,proactive,pluralist,0.7934900501429523,pref_care,true,false,false,1
1,pluralist,92,epistemic,true,true,false,true,186,73,0,0,0.399,1,1,1,0,0,0,initiator,0.7076033015716929,proactive,pluralist,0.5683248737883573,pref_epistemic,true,false,false,1
1,pluralist,93,apriori,false,true,false,false,93,9,1,1,0.831,1,0,0,1,0,0,responder,0.6410356778310357,reactive,authoritarian,0.4476904658447074,pref_epistemic,true,false,false,1
1,pluralist,94,legal,true,false,false,false,93,67,1,1,0.804,1,42,0,1,0,0,initiator,0.5884589229970225,proactive,pluralist,0.46080156934204913,pref_care,true,false,false,1
1,pluralist,95,care,true,true,false,false,279,67,2,2,0.846,3,1,1,2,0,0,mediator,0.36523701979691403,reactive,pluralist,0.6355501977120833,pref_epistemic,true,false,false,1
1,pluralist,96,apriori,false,false,false,true,186,93,2,2,0.711,2,63,0,2,0,0,initiator,0.9367758370562033,reactive,pluralist,0.43509672402821736,pref_care,true,false,false,1
1,pluralist,97,apriori,true,true,true,true,186,52,2,2,0.396,2,0,0,2,0,0,mediator,0.5232555948274489,proactive,utopian,0.643881230920273,pref_epistemic,true,false,false,1
1,pluralist,98,epistemic,false,true,false,false,93,22,0,0,0.945,1,1,1,0,0,0,responder,0.7999466985268237,proactive,authoritarian,0.6514751513621667,pref_legal,true,false,false,1
1,pluralist,99,apriori,false,true,false,true,186,57,2,2,0.770,2,0,0,2,0,0,disruptor,0.9330898024855888,proactive,pluralist,0.7179850562290251,pref_legal,true,false,false,1
2,pluralist,0,apriori,true,false,false,true,459,190,2,2,0.761,4,19,2,2,0,0,mediator,0.6575759072635572,reactive,pluralist,0.6561954560008921,pref_care,true,false,false,1
2,pluralist,1,care,false,false,true,false,738,243,8,8,0.375,8,25,0,8,0,0,initiator,0.09952535715087962,proactive,allCare,0.7180417464022951,pref_legal,true,false,false,1
2,pluralist,2,legal,false,true,false,true,543,116,4,4,0.606,4,1,0,4,0,0,initiator,0.8800024678862663,proactive,pluralist,0.632032870685049,pref_epistemic,true,false,false,1
2,pluralist,3,apriori,true,true,true,false,456,273,2,2,0.960,3,153,1,2,0,0,disruptor,0.3395084578860643,proactive,pluralist,0.7325964711308273,pref_epistemic,true,false,false,1
2,pluralist,5,epistemic,false,true,true,true,273,106,2,2,0.795,2,28,0,2,0,0,responder,0.11156950087819195,reactive,pluralist,0.7020896079797287,pref_epistemic,true,false,false,1
2,pluralist,6,apriori,true,false,true,false,93,20,1,1,0.725,1,0,0,1,0,0,mediator,0.6278732495373722,reactive,pluralist,0.7223767451750205,pref_care,true,false,false,1
2,pluralist,7,legal,false,false,false,true,183,30,2,2,0.900,2,0,0,2,0,0,responder,0.9363309593762422,reactive,pluralist,0.6778346417151708,pref_legal,true,false,false,1
2,pluralist,8,care,true,false,true,false,459,240,2,2,0.663,3,98,1,2,0,0,disruptor,0.22749857103545001,reactive,pluralist,0.5378190114556742,pref_legal,true,false,false,1
2,pluralist,9,epistemic,false,true,true,false,273,94,2,2,0.546,3,3,1,2,0,0,disruptor,0.8292774555077334,proactive,pluralist,0.7284729115412962,pref_legal,true,false,false,1
2,pluralist,10,care,true,true,false,true,276,89,2,2,0.803,3,1,1,2,0,0,mediator,0.7559311103434494,proactive,pluralist,0.6868613357847535,pref_legal,true,false,false,1
2,pluralist,11,epistemic,true,false,false,true,183,29,2,2,0.851,2,0,0,2,0,0,mediator,0.10594397197225391,proactive,pluralist,0.5921766339454473,pref_epistemic,true,false,false,1
2,pluralist,12,epistemic,false,false,false,true,90,39,1,1,0.325,1,0,0,1,0,0,initiator,0.7739380466197587,reactive,pluralist,0.4258054192956232,pref_care,true,false,false,1
2,pluralist,14,apriori,true,false,false,true,366,103,3,3,0.832,3,0,0,3,0,0,responder,0.8430091453812275,proactive,pluralist,0.4737192352798727,pref_care,true,false,false,1
2,pluralist,15,care,true,false,true,false,366,113,3,3,0.688,3,1,0,3,0,0,disruptor,0.11040013093178591,reactive,pluralist,0.7478866407432259,pref_care,true,false,false,1
2,pluralist,16,legal,true,true,true,false,363,86,1,1,0.621,2,1,1,1,0,0,responder,0.8115252106012699,reactive,pluralist,0.770898967407974,pref_epistemic,true,false,false,1
2,pluralist,17,legal,false,false,true,true,279,129,1,1,0.854,2,14,1,1,0,0,initiator,0.92812398032871,proactive,pluralist,0.7878876589196444,pref_epistemic,true,false,false,1
2,pluralist,18,care,false,false,true,true,279,110,1,1,0.356,2,5,1,1,0,0,disruptor,0.0410524498456839,proactive,pluralist,0.592951461325509,pref_care,true,false,false,1
2,pluralist,19,epistemic,false,true,false,false,363,68,4,4,0.806,4,2,0,4,0,0,disruptor,0.09830384190539221,reactive,authoritarian,0.6893369306680099,pref_epistemic,true,false,false,1
2,pluralist,20,epistemic,false,false,false,false,276,65,3,3,0.700,3,5,0,3,0,0,responder,0.4956538151005585,proactive,collapsed,0.4035027385546475,pref_epistemic,true,false,false,1
2,pluralist,21,epistemic,false,true,true,true,453,171,5,5,0.418,5,26,0,5,0,0,initiator,0.9435328044562318,proactive,pluralist,0.5749689975605288,pref_epistemic,true,false,false,1
2,pluralist,23,care,true,false,true,false,276,95,0,0,0.649,3,38,2,0,0,1,responder,0.1974120180843708,reactive,pluralist,0.598689818275737,pref_epistemic,true,false,false,1
2,pluralist,24,apriori,true,true,true,false,738,310,5,5,0.536,6,59,1,5,0,0,disruptor,0.8160722605554288,reactive,pluralist,0.4945340715516151,pref_care,true,false,false,1
2,pluralist,25,epistemic,true,true,false,false,366,133,3,3,0.468,4,51,1,3,0,0,disruptor,0.0499337730464815,reactive,pluralist,0.7940614103528901,pref_epistemic,true,false,false,1
2,pluralist,27,apriori,true,true,true,false,180,61,1,1,0.720,2,7,1,1,0,0,disruptor,0.7228457728268953,reactive,pluralist,0.5373518865074248,pref_epistemic,true,false,false,1
2,pluralist,30,care,false,true,true,true,651,259,3,3,0.817,6,69,2,3,0,1,mediator,0.8741934276872106,reactive,pluralist,0.4342275866445526,pref_epistemic,true,false,false,1
2,pluralist,31,legal,true,false,true,true,366,169,3,3,0.895,4,85,1,3,0,0,disruptor,0.051846033199133945,proactive,pluralist,0.563155919338686,pref_legal,true,false,false,1
2,pluralist,32,epistemic,false,true,true,true,90,82,0,0,0.551,1,75,1,0,0,0,initiator,0.3921965441108637,proactive,pluralist,0.5845127127322499,pref_care,true,false,false,1
2,pluralist,33,legal,true,false,false,false,459,156,3,3,0.815,4,3,1,3,0,0,initiator,0.6143478254894392,proactive,pluralist,0.43592267194797607,pref_epistemic,true,false,false,1
2,pluralist,34,epistemic,true,false,false,true,276,73,2,2,0.784,2,4,0,2,0,0,initiator,0.18475789130565223,proactive,pluralist,0.717408164555005,pref_care,true,false,false,1
2,pluralist,35,legal,true,true,false,false,273,142,2,2,0.821,3,76,1,2,0,0,mediator,0.916225192171768,proactive,pluralist,0.728076698655643,pref_legal,true,false,false,1
2,pluralist,36,care,false,false,false,false,183,60,1,1,0.749,2,2,1,1,0,0,responder,0.11948511654226901,reactive,collapsed,0.6352272771936414,pref_epistemic,true,false,false,1
2,pluralist,37,care,false,false,true,true,741,235,1,1,0.321,1,0,0,1,0,0,responder,0.8063351657311916,proactive,pluralist,0.7733281928329285,pref_epistemic,true,false,false,1
2,pluralist,38,legal,false,false,true,false,0,0,0,0,0.309,0,0,0,0,0,0,mediator,0.33332954458499364,proactive,allCare,0.42503978766257133,pref_legal,true,false,false,1
2,pluralist,39,care,false,false,true,true,642,208,3,3,0.644,5,1,1,3,0,1,disruptor,0.06876775118066625,proactive,pluralist,0.4338885745678486,pref_care,true,false,false,1
2,pluralist,41,legal,false,true,true,true,369,130,3,3,0.521,3,1,0,3,0,0,initiator,0.497411030967046,reactive,pluralist,0.751295999782066,pref_legal,true,false,false,1
2,pluralist,42,care,true,true,false,false,456,180,1,1,0.816,2,2,1,1,0,0,mediator,0.5355711665255934,proactive,pluralist,0.599010205120871,pref_legal,true,false,false,1
2,pluralist,43,care,false,false,false,true,273,38,3,3,0.343,3,0,0,3,0,0,disruptor,0.7240989580074793,reactive,pluralist,0.5111669467153511,pref_epistemic,true,false,false,1
2,pluralist,44,care,false,false,true,false,459,173,0,0,0.980,2,69,2,0,0,0,responder,0.4516792078590508,reactive,allCare,0.597819246144297,pref_legal,true,false,false,1
2,pluralist,45,legal,false,true,false,true,636,184,4,4,0.696,4,0,0,4,0,0,mediator,0.48810308006516545,proactive,pluralist,0.681099869747666,pref_epistemic,true,false,false,1
2,pluralist,46,care,true,true,false,false,462,198,2,2,0.699,4,4,2,2,0,0,responder,0.3047988112047323,proactive,pluralist,0.7263299997229217,pref_care,true,false,false,1
2,pluralist,48,legal,false,true,true,true,93,60,0,0,0.978,1,28,1,0,0,0,mediator,0.9493529238232193,proactive,pluralist,0.5264094048870102,pref_legal,true,false,false,1
2,pluralist,50,epistemic,false,true,true,false,645,213,2,2,0.834,4,23,2,2,0,0,responder,0.5390690593460259,reactive,pluralist,0.7902290469516167,pref_epistemic,true,false,false,1
2,pluralist,51,apriori,false,true,false,false,453,173,3,3,0.801,4,9,1,3,0,0,mediator,0.001055384329545106,proactive,authoritarian,0.5195686517534827,pref_epistemic,true,false,false,1
2,pluralist,52,epistemic,false,true,false,false,726,175,6,6,0.593,7,1,1,6,0,0,mediator,0.8517899709345561,reactive,authoritarian,0.5424403634040329,pref_care,true,false,false,1
2,pluralist,53,care,true,false,true,false,93,43,1,1,0.574,1,0,0,1,0,0,disruptor,0.5517952729355995,proactive,pluralist,0.70577787535577,pref_legal,true,false,false,1
2,pluralist,55,legal,true,true,true,false,180,50,1,1,0.514,2,1,1,1,0,0,initiator,0.976612033689132,proactive,pluralist,0.6536475989794488,pref_care,true,false,false,1
2,pluralist,56,apriori,true,false,true,true,276,101,1,1,0.796,3,5,1,1,0,1,disruptor,0.2540705390446685,reactive,pluralist,0.6194571014795458,pref_care,true,false,false,1
2,pluralist,57,care,true,true,false,false,366,156,2,2,0.921,4,48,2,2,0,0,initiator,0.8859578488618959,proactive,pluralist,0.720814842628978,pref_care,true,false,false,1
2,pluralist,58,care,true,false,true,true,90,9,1,1,0.453,1,0,0,1,0,0,disruptor,0.34626229780607354,proactive,pluralist,0.40913861283685854,pref_epistemic,true,false,false,1
2,pluralist,59,legal,false,false,true,true,276,131,1,1,0.693,3,9,2,1,0,0,responder,0.9738529010617699,proactive,pluralist,0.7556876516247243,pref_legal,true,false,false,1
2,pluralist,60,care,false,false,true,true,546,283,3,3,0.628,4,91,1,3,0,0,mediator,0.7084845864431971,proactive,pluralist,0.7279461964210874,pref_legal,true,false,false,1
2,pluralist,61,legal,true,true,true,true,276,126,1,1,0.304,3,16,1,1,0,1,initiator,0.5538112809558945,proactive,utopian,0.7732351714044218,pref_legal,true,false,false,1
2,pluralist,62,epistemic,false,false,true,true,546,152,3,3,0.819,5,1,2,3,0,0,initiator,0.2421687464851231,proactive,pluralist,0.6553147130374364,pref_epistemic,true,false,false,1
2,pluralist,63,legal,true,false,true,false,369,150,1,1,0.494,2,4,1,1,0,0,mediator,0.21142314472787893,reactive,pluralist,0.6421471043034155,pref_legal,true,false,false,1
2,pluralist,64,legal,true,false,true,false,549,230,2,2,0.896,4,77,2,2,0,0,responder,0.21862776119923588,reactive,pluralist,0.6975990548563443,pref_legal,true,false,false,1
2,pluralist,65,epistemic,false,false,false,true,366,125,2,2,0.805,3,1,1,2,0,0,mediator,0.19871987590498064,reactive,pluralist,0.45280890562854875,pref_epistemic,true,false,false,1
2,pluralist,66,epistemic,true,true,false,true,363,212,2,2,0.686,4,87,2,2,0,0,initiator,0.6227888150280386,reactive,pluralist,0.5124393866024815,pref_epistemic,true,false,false,1
2,pluralist,67,care,true,true,false,false,279,111,2,2,0.500,3,27,0,2,0,1,mediator,0.20294008038789413,proactive,pluralist,0.4668920183477956,pref_legal,true,false,false,1
2,pluralist,68,legal,false,false,true,true,183,43,2,2,0.593,2,1,0,2,0,0,responder,0.3490878856998133,reactive,pluralist,0.6499429678188515,pref_epistemic,true,false,false,1
