generation,scenario,id,normPref,aprioriAck,legalAck,careAck,epistemicAck,attempts,successes,conflict,debt,momentum,trustCount,trustMax,fulfilled,denied,expired,repaired,role,temperament,moralStance,scenarioGroup,memoryLength,affiliation,enableMoralRepair,enableDirectedEmergence,enableNonReciprocalTargeting,batchRun
1,pluralist,22,legal,false,false,true,true,190,64,2,2,0.308,2,2,0,2,0,0,disruptor,0.029097065408707268,proactive,pluralist,0.694880703592782,pref_epistemic,true,false,false,1
1,pluralist,23,apriori,false,false,true,false,665,224,3,3,0.611,6,7,3,3,0,0,disruptor,0.3145049535429798,proactive,allCare,0.5912836732212048,pref_care,true,false,false,1
1,pluralist,24,legal,true,true,false,true,190,73,1,1,0.689,2,1,1,1,0,0,disruptor,0.5520207742221926,proactive,pluralist,0.5174124982135866,pref_epistemic,true,false,false,1
1,pluralist,25,apriori,false,true,false,true,95,19,0,0,0.929,1,1,1,0,0,0,disruptor,0.8394483298436842,proactive,pluralist,0.5585967221874505,pref_epistemic,true,false,false,1
1,pluralist,26,legal,false,false,true,false,285,115,2,2,0.817,3,2,1,2,0,0,disruptor,0.7055671143630907,reactive,allCare,0.6352280006158012,pref_care,true,false,false,1
1,pluralist,27,epistemic,false,false,true,true,285,107,2,2,0.340,3,10,1,2,0,0,disruptor,0.41761800053074205,proactive,pluralist,0.7237138383370678,pref_apriori,true,false,false,1
1,pluralist,28,epistemic,false,true,true,true,285,131,3,3,0.870,3,44,0,3,0,0,responder,0.6376179616517965,proactive,pluralist,0.44941588752474043,pref_epistemic,true,false,false,1
1,pluralist,29,apriori,false,true,true,false,190,52,1,1,0.634,2,1,1,1,0,0,initiator,0.9285388693806839,reactive,pluralist,0.5302223928001742,pref_legal,true,false,false,1
1,pluralist,30,apriori,true,true,true,true,0,0,0,0,0.549,0,0,0,0,0,0,mediator,0.834501879429998,proactive,utopian,0.5827431306267828,pref_apriori,true,false,false,1
1,pluralist,31,legal,false,false,false,false,285,88,1,1,0.898,3,6,2,1,0,0,responder,0.4500702180251098,proactive,collapsed,0.47317509827412507,pref_epistemic,true,false,false,1
1,pluralist,32,legal,true,false,false,true,0,0,0,0,0.986,0,0,0,0,0,0,responder,0.2693947308011624,reactive,pluralist,0.5661180586446934,pref_legal,true,false,false,1
1,pluralist,33,legal,true,true,true,true,95,80,0,0,0.465,1,65,1,0,0,0,initiator,0.3368311250503725,proactive,utopian,0.5033534539168788,pref_care,true,false,false,1
1,pluralist,34,epistemic,false,true,false,true,380,124,3,3,0.620,4,12,1,3,0,0,initiator,0.026352341786635702,reactive,pluralist,0.6157077138255744,pref_epistemic,true,false,false,1
1,pluralist,35,legal,false,true,false,false,95,28,1,1,0.772,1,0,0,1,0,0,initiator,0.45508490210602737,reactive,authoritarian,0.7499790236034395,pref_apriori,true,false,false,1
1,pluralist,36,epistemic,true,false,true,true,0,0,0,0,0.727,0,0,0,0,0,0,mediator,0.26579645633821347,reactive,pluralist,0.4678475615780011,pref_epistemic,true,false,false,1
1,pluralist,37,epistemic,true,false,false,false,95,13,1,1,0.916,1,0,0,1,0,0,initiator,0.2105958343703076,proactive,pluralist,0.7788263810581288,pref_legal,true,false,false,1
1,pluralist,38,legal,false,true,false,false,95,43,1,1,0.554,1,2,0,1,0,0,initiator,0.139984881291077,reactive,authoritarian,0.7442617426258786,pref_epistemic,true,false,false,1
1,pluralist,39,apriori,false,true,false,false,0,0,0,0,0.557,0,0,0,0,0,0,disruptor,0.0001632689655489683,reactive,authoritarian,0.5247926894569386,pref_apriori,true,false,false,1
1,pluralist,40,legal,true,false,false,false,95,72,0,0,0.701,1,50,1,0,0,0,responder,0.19478618154613636,proactive,pluralist,0.7237184697089607,pref_legal,true,false,false,1
1,pluralist,41,care,true,false,false,false,190,58,2,2,0.584,2,3,0,2,0,0,disruptor,0.13831444075597865,proactive,pluralist,0.44149287240466323,pref_legal,true,false,false,1
1,pluralist,42,epistemic,false,false,true,true,95,19,1,1,0.793,1,0,0,1,0,0,responder,0.46438214150713664,proactive,pluralist,0.545410992333519,pref_care,true,false,false,1
1,pluralist,43,care,false,true,false,true,285,122,2,2,0.539,3,63,1,2,0,0,disruptor,0.5433566676597086,reactive,pluralist,0.6367754846982119,pref_epistemic,true,false,false,1
1,pluralist,44,apriori,true,false,false,false,95,39,0,0,0.817,1,3,1,0,0,0,initiator,0.801671668898122,proactive,pluralist,0.6281515286517487,pref_epistemic,true,false,false,1
1,pluralist,45,care,false,false,true,false,285,96,2,2,0.506,3,5,1,2,0,0,responder,0.04966521979886829,proactive,allCare,0.6232012054565328,pref_apriori,true,false,false,1
1,pluralist,46,legal,false,true,true,false,0,0,0,0,0.826,0,0,0,0,0,0,initiator,0.6323272439103603,proactive,pluralist,0.7684036715148012,pref_legal,true,false,false,1
1,pluralist,48,apriori,true,true,true,true,95,49,1,1,0.955,1,3,0,1,0,0,responder,0.8366338508745961,proactive,utopian,0.4919462358231914,pref_legal,true,false,false,1
1,pluralist,49,epistemic,true,false,true,true,190,86,1,1,0.401,2,14,1,1,0,0,responder,0.17945997327242214,proactive,pluralist,0.7819847251165,pref_legal,true,false,false,1
1,pluralist,50,epistemic,true,true,true,true,475,262,2,2,0.943,4,56,2,2,0,0,mediator,0.16704314429956357,proactive,utopian,0.7238627914148803,pref_care,true,false,false,1
1,pluralist,51,apriori,false,false,false,false,190,30,1,1,0.697,2,1,1,1,0,0,disruptor,0.3676304979181563,reactive,collapsed,0.7368833982670677,pref_care,true,false,false,1
1,pluralist,52,care,true,false,true,true,0,0,0,0,0.355,0,0,0,0,0,0,mediator,0.4741051044665967,reactive,pluralist,0.6039436150991739,pref_care,true,false,false,1
1,pluralist,53,apriori,true,false,true,false,190,112,2,2,0.774,2,31,0,2,0,0,mediator,0.9984310614382436,proactive,pluralist,0.7190105723613597,pref_care,true,false,false,1
1,pluralist,54,epistemic,false,true,false,false,285,114,1,1,0.362,2,2,1,1,0,0,mediator,0.5775098976266536,reactive,authoritarian,0.5950835798801308,pref_epistemic,true,false,false,1
1,pluralist,55,apriori,false,true,false,false,190,53,1,1,0.422,2,1,1,1,0,0,mediator,0.8897140327491785,reactive,authoritarian,0.7169379938681509,pref_epistemic,true,false,false,1
1,pluralist,56,care,false,false,false,false,570,168,1,1,0.346,4,5,3,1,0,0,responder,0.8728516838109363,proactive,collapsed,0.5925220394943274,pref_epistemic,true,false,false,1
1,pluralist,57,legal,false,true,true,false,285,119,1,1,0.802,3,53,2,1,0,0,disruptor,0.1677682904948773,reactive,pluralist,0.552531420675333,pref_legal,true,false,false,1
1,pluralist,58,legal,false,false,true,false,95,40,1,1,0.726,1,2,0,1,0,0,responder,0.7091956571425843,reactive,allCare,0.6155522490465765,pref_apriori,true,false,false,1
1,pluralist,59,epistemic,false,false,true,true,475,231,2,2,0.795,5,29,3,2,0,0,disruptor,0.12143175914989379,proactive,pluralist,0.5931106366201698,pref_legal,true,false,false,1
1,pluralist,60,apriori,false,false,true,false,285,158,1,1,0.872,3,67,2,1,0,0,mediator,0.11728338217070289,proactive,allCare,0.7026369191381348,pref_care,true,false,false,1
1,pluralist,61,legal,true,false,true,false,0,0,0,0,0.353,0,0,0,0,0,0,disruptor,0.9436294084673026,proactive,pluralist,0.5745088975009929,pref_legal,true,false,false,1
1,pluralist,62,legal,true,true,false,true,95,18,1,1,0.797,1,0,0,1,0,0,responder,0.4977356936817975,proactive,pluralist,0.7257959601685745,pref_legal,true,false,false,1
1,pluralist,63,legal,true,false,true,true,0,0,0,0,0.920,0,0,0,0,0,0,responder,0.8025647817430387,proactive,pluralist,0.4604695129433303,pref_legal,true,false,false,1
1,pluralist,64,apriori,false,true,true,false,0,0,0,0,0.691,0,0,0,0,0,0,initiator,0.18365128605258585,proactive,pluralist,0.692126812930878,pref_apriori,true,false,false,1
1,pluralist,65,care,true,false,true,false,95,23,1,1,0.664,1,0,0,1,0,0,disruptor,0.5451935494252168,proactive,pluralist,0.6856115420462059,pref_legal,true,false,false,1
1,pluralist,66,epistemic,false,true,false,true,380,127,4,4,0.912,4,33,0,4,0,0,initiator,0.33997102871953044,proactive,pluralist,0.7019346619027869,pref_legal,true,false,false,1
1,pluralist,67,apriori,false,true,false,true,190,65,1,1,0.465,2,3,1,1,0,0,mediator,0.15603776531883218,reactive,pluralist,0.4635644613475867,pref_care,true,false,false,1
1,pluralist,68,epistemic,true,true,true,false,285,146,1,1,0.878,3,75,2,1,0,0,mediator,0.33590211380247925,reactive,pluralist,0.5555025834760299,pref_epistemic,true,false,false,1
1,pluralist,69,care,false,true,true,true,95,87,0,0,0.679,1,79,1,0,0,0,disruptor,0.32194138219316104,reactive,pluralist,0.4974314908387123,pref_legal,true,false,false,1
1,pluralist,70,care,false,true,false,true,190,66,2,2,0.927,2,23,0,2,0,0,mediator,0.03317527777432028,proactive,pluralist,0.7008464629442817,pref_epistemic,true,false,false,1
1,pluralist,71,epistemic,true,false,true,false,95,22,1,1,0.435,1,1,0,1,0,0,initiator,0.25520890116841655,reactive,pluralist,0.47418846221040994,pref_epistemic,true,false,false,1
1,pluralist,73,care,true,false,false,true,0,0,0,0,0.612,0,0,0,0,0,0,disruptor,0.14727993069693301,proactive,pluralist,0.5191890950062549,pref_care,true,false,false,1
1,pluralist,74,legal,true,false,true,true,0,0,0,0,0.307,0,0,0,0,0,0,disruptor,0.5272611796495308,reactive,pluralist,0.4919336514431301,pref_legal,true,false,false,1
1,pluralist,75,epistemic,false,true,true,false,0,0,0,0,0.480,0,0,0,0,0,0,disruptor,0.08750316379562906,reactive,pluralist,0.6358239592029539,pref_epistemic,true,false,false,1
1,pluralist,76,care,true,true,false,false,285,125,0,0,0.664,2,59,2,0,0,0,disruptor,0.3686526029670656,reactive,pluralist,0.586860363869643,pref_apriori,true,false,false,1
1,pluralist,77,epistemic,false,true,true,true,0,0,0,0,0.794,0,0,0,0,0,0,disruptor,0.5537142734150421,reactive,pluralist,0.5040243930950895,pref_epistemic,true,false,false,1
1,pluralist,78,epistemic,false,false,false,true,190,69,1,1,0.354,2,5,1,1,0,0,initiator,0.8284959709986776,proactive,pluralist,0.5841939093357009,pref_apriori,true,false,false,1
1,pluralist,79,epistemic,false,true,true,true,95,48,1,1,0.594,1,4,0,1,0,0,initiator,0.5026581217737697,proactive,pluralist,0.6167411204018467,pref_legal,true,false,false,1
1,pluralist,80,legal,true,true,false,true,190,31,1,1,0.914,2,2,1,1,0,0,mediator,0.4926950932104929,proactive,pluralist,0.6981483104670843,pref_epistemic,true,false,false,1
1,pluralist,81,apriori,false,true,true,false,380,157,2,2,0.905,4,75,2,2,0,0,responder,0.11411387511073035,reactive,pluralist,0.5395802224422688,pref_epistemic,true,false,false,1
1,pluralist,82,apriori,false,false,false,true,190,31,2,2,0.831,2,0,0,2,0,0,responder,0.8280652132398798,reactive,pluralist,0.5244439438224471,pref_legal,true,false,false,1
1,pluralist,84,legal,false,false,false,true,95,29,1,1,0.311,1,0,0,1,0,0,mediator,0.4321325857021371,reactive,pluralist,0.6921710039892646,pref_legal,true,false,false,1
1,pluralist,85,care,true,true,true,false,285,115,2,2,0.755,3,17,1,2,0,0,mediator,0.5200532213173941,reactive,pluralist,0.7634032090195424,pref_epistemic,true,false,false,1
1,pluralist,86,legal,false,false,true,true,190,61,0,0,0.677,2,2,2,0,0,0,mediator,0.4853218195655402,reactive,pluralist,0.7914586381797877,pref_legal,true,false,false,1
1,pluralist,87,legal,false,true,true,true,285,50,2,2,0.985,2,0,0,2,0,0,disruptor,0.5147740446322193,reactive,pluralist,0.5823268127940877,pref_care,true,false,false,1
1,pluralist,88,care,true,false,false,false,380,150,2,2,0.433,3,89,1,2,0,0,disruptor,0.722773351812971,reactive,pluralist,0.7079259058767378,pref_care,true,false,false,1
1,pluralist,89,legal,true,false,true,true,285,127,3,3,0.307,3,9,0,3,0,0,disruptor,0.8854382137163144,proactive,pluralist,0.49844200883680295,pref_care,true,false,false,1
1,pluralist,90,care,true,false,true,false,0,0,0,0,0.726,0,0,0,0,0,0,initiator,0.5142098786927691,reactive,pluralist,0.4071050641347126,pref_care,true,false,false,1
1,pluralist,91,epistemic,false,false,false,true,380,123,2,2,0.433,4,4,2,2,0,0,mediator,0.42525339052160827,proactive,pluralist,0.5446297360792127,pref_legal,true,false,false,1
1,pluralist,92,care,true,true,false,true,285,82,3,3,0.818,3,3,0,3,0,0,disruptor,0.5074143213769358,reactive,pluralist,0.7635788292950345,pref_apriori,true,false,false,1
1,pluralist,93,legal,true,false,false,false,190,69,1,1,0.309,1,0,0,1,0,0,responder,0.01597266877471515,proactive,pluralist,0.430607922321692,pref_epistemic,true,false,false,1
1,pluralist,94,legal,true,false,true,false,0,0,0,0,0.496,0,0,0,0,0,0,mediator,0.6875388949202038,proactive,pluralist,0.6228907327168466,pref_legal,true,false,false,1
1,pluralist,95,epistemic,true,true,true,true,95,26,0,0,0.920,1,1,1,0,0,0,initiator,0.45227131348204364,reactive,utopian,0.6096377423236082,pref_epistemic,true,false,false,1
1,pluralist,96,apriori,true,true,true,false,95,16,0,0,0.997,1,1,1,0,0,0,mediator,0.6433279383967502,reactive,pluralist,0.7669148389935387,pref_apriori,true,false,false,1
1,pluralist,97,care,false,true,true,true,380,136,2,2,0.744,3,3,1,2,0,0,disruptor,0.9003140590066496,proactive,pluralist,0.4505476617500425,pref_care,true,false,false,1
1,pluralist,98,care,true,true,false,true,190,53,2,2,0.493,2,0,0,2,0,0,mediator,0.39522906679047465,reactive,pluralist,0.5363349254792898,pref_care,true,false,false,1
1,pluralist,99,legal,true,true,true,true,380,210,2,2,0.653,3,67,1,2,0,0,mediator,0.9411089208296126,reactive,utopian,0.7303173848425543,pref_epistemic,true,false,false,1
2,pluralist,0,legal,true,false,false,false,385,143,4,4,0.306,4,1,0,4,0,0,mediator,0.9229841688985463,reactive,pluralist,0.40711217673427147,pref_apriori,true,false,false,1
2,pluralist,1,care,false,true,true,true,390,132,3,3,0.943,4,5,1,3,0,0,mediator,0.055088674845074403,reactive,pluralist,0.7898268676859939,pref_apriori,true,false,false,1
2,pluralist,2,apriori,true,false,false,false,480,182,3,3,0.330,5,12,2,3,0,0,mediator,0.2630405280036071,proactive,pluralist,0.44554967299835846,pref_legal,true,false,false,1
2,pluralist,3,legal,true,true,true,false,290,134,1,1,0.823,2,85,1,1,0,0,disruptor,0.7487438704255738,proactive,pluralist,0.7988256505487079,pref_epistemic,true,false,false,1
2,pluralist,4,epistemic,false,true,false,false,580,262,3,3,0.776,6,79,3,3,0,0,disruptor,0.8973273697810504,proactive,authoritarian,0.7001687590051588,pref_epistemic,true,false,false,1
2,pluralist,5,legal,false,true,false,true,485,180,3,3,0.671,5,61,2,3,0,0,mediator,0.6682889055653879,proactive,pluralist,0.7832260032007021,pref_epistemic,true,false,false,1
2,pluralist,6,care,false,false,true,false,100,73,0,0,0.315,1,50,1,0,0,0,initiator,0.3210852651646783,reactive,allCare,0.4963084714452103,pref_care,true,false,false,1
2,pluralist,7,epistemic,true,false,true,true,190,61,1,1,0.498,2,2,1,1,0,0,mediator,0.19247946831794105,proactive,pluralist,0.44333871963638205,pref_legal,true,false,false,1
2,pluralist,8,legal,true,true,true,true,195,72,1,1,0.948,2,2,1,1,0,0,disruptor,0.6799964562023857,proactive,utopian,0.7672720337421002,pref_epistemic,true,false,false,1
2,pluralist,11,epistemic,false,false,false,false,685,172,5,5,0.413,7,3,2,5,0,0,disruptor,0.615204030643186,reactive,collapsed,0.7950034089419145,pref_epistemic,true,false,false,1
2,pluralist,12,epistemic,true,false,true,true,295,94,1,1,0.338,2,22,1,1,0,0,initiator,0.2934425270946801,reactive,pluralist,0.405760611142621,pref_legal,true,false,false,1
2,pluralist,13,epistemic,false,false,true,true,385,122,3,3,0.675,4,1,1,3,0,0,mediator,0.5915857248571534,reactive,pluralist,0.7934939393227807,pref_epistemic,true,false,false,1
2,pluralist,14,care,false,true,false,false,285,60,3,3,0.451,3,0,0,3,0,0,mediator,0.07683534801673852,proactive,authoritarian,0.5165922974991954,pref_legal,true,false,false,1
2,pluralist,15,apriori,true,false,false,true,485,208,2,2,0.625,5,88,3,2,0,0,mediator,0.7833040971425994,proactive,pluralist,0.46231053297586566,pref_epistemic,true,false,false,1
2,pluralist,17,apriori,true,false,true,false,190,31,0,0,0.388,2,1,1,0,0,1,disruptor,0.26359184360046284,proactive,pluralist,0.5197391461189673,pref_epistemic,true,false,false,1
2,pluralist,18,epistemic,false,true,true,true,495,262,1,1,0.647,3,52,2,1,0,0,disruptor,0.4847287998251041,proactive,pluralist,0.6894753209150337,pref_epistemic,true,false,false,1
2,pluralist,19,epistemic,false,true,false,false,675,244,3,3,0.400,6,7,3,3,0,0,disruptor,0.7492995846867191,reactive,authoritarian,0.5781172044803922,pref_care,true,false,false,1
2,pluralist,20,epistemic,false,true,true,false,480,129,3,3,0.377,5,1,1,3,0,1,mediator,0.42830047186273934,proactive,pluralist,0.6128249288596727,pref_epistemic,true,false,false,1
2,pluralist,21,epistemic,false,true,true,false,95,14,1,1,0.992,1,0,0,1,0,0,initiator,0.5304911565755925,proactive,pluralist,0.6597450435098664,pref_epistemic,true,false,false,1
2,pluralist,22,legal,false,false,true,true,390,110,4,4,0.308,4,2,0,4,0,0,disruptor,0.029097065408707268,proactive,pluralist,0.694880703592782,pref_apriori,true,false,false,1
2,pluralist,24,legal,true,true,false,true,390,142,2,2,0.689,3,1,1,2,0,0,disruptor,0.5520207742221926,proactive,pluralist,0.5174124982135866,pref_epistemic,true,false,false,1
2,pluralist,25,apriori,false,true,false,true,95,19,0,0,0.929,1,1,1,0,0,0,disruptor,0.8394483298436842,proactive,pluralist,0.5585967221874505,pref_apriori,true,false,false,1
2,pluralist,26,legal,false,false,true,false,585,215,4,4,0.817,6,2,2,4,0,0,disruptor,0.7055671143630907,reactive,allCare,0.6352280006158012,pref_apriori,true,false,false,1
2,pluralist,27,epistemic,false,false,true,true,485,174,0,0,0.340,3,2,3,0,0,0,disruptor,0.41761800053074205,proactive,pluralist,0.7237138383370678,pref_apriori,true,false,false,1
2,pluralist,28,epistemic,false,true,true,true,585,208,5,5,0.870,6,44,0,5,0,1,responder,0.6376179616517965,proactive,pluralist,0.44941588752474043,pref_epistemic,true,false,false,1
2,pluralist,29,apriori,false,true,true,false,290,80,2,2,0.634,3,1,1,2,0,0,initiator,0.9285388693806839,reactive,pluralist,0.5302223928001742,pref_care,true,false,false,1
2,pluralist,30,apriori,true,true,true,true,300,154,1,1,0.549,3,71,2,1,0,0,mediator,0.834501879429998,proactive,utopian,0.5827431306267828,pref_legal,true,false,false,1
2,pluralist,31,legal,false,false,false,false,385,102,2,2,0.898,4,6,2,2,0,0,responder,0.4500702180251098,proactive,collapsed,0.47317509827412507,pref_epistemic,true,false,false,1
2,pluralist,32,legal,true,false,false,true,0,0,0,0,0.986,0,0,0,0,0,0,responder,0.2693947308011624,reactive,pluralist,0.5661180586446934,pref_legal,true,false,false,1
2,pluralist,33,legal,true,true,true,true,195,102,1,1,0.465,2,65,1,1,0,0,initiator,0.3368311250503725,proactive,utopian,0.5033534539168788,pref_care,true,false,false,1
2,pluralist,34,epistemic,false,true,false,true,580,190,3,3,0.620,6,12,3,3,0,0,initiator,0.026352341786635702,reactive,pluralist,0.6157077138255744,pref_epistemic,true,false,false,1
2,pluralist,35,legal,false,true,false,false,195,54,1,1,0.772,2,0,0,1,0,1,initiator,0.45508490210602737,reactive,authoritarian,0.7499790236034395,pref_epistemic,true,false,false,1
2,pluralist,36,epistemic,true,false,true,true,200,102,2,2,0.727,2,40,0,2,0,0,mediator,0.26579645633821347,reactive,pluralist,0.4678475615780011,pref_legal,true,false,false,1
2,pluralist,37,epistemic,true,false,false,false,195,46,1,1,0.916,2,2,1,1,0,0,initiator,0.2105958343703076,proactive,pluralist,0.7788263810581288,pref_legal,true,false,false,1
2,pluralist,38,legal,false,true,false,false,295,114,2,2,0.554,3,4,1,2,0,0,initiator,0.139984881291077,reactive,authoritarian,0.7442617426258786,pref_legal,true,false,false,1
2,pluralist,39,apriori,false,true,false,false,100,35,1,1,0.557,1,0,0,1,0,0,disruptor,0.0001632689655489683,reactive,authoritarian,0.5247926894569386,pref_apriori,true,false,false,1
2,pluralist,40,legal,true,false,false,false,395,180,1,1,0.701,3,20,2,1,0,0,responder,0.19478618154613636,proactive,pluralist,0.7237184697089607,pref_legal,true,false,false,1
2,pluralist,41,care,true,false,false,false,490,168,0,0,0.584,3,1,2,0,0,1,disruptor,0.13831444075597865,proactive,pluralist,0.44149287240466323,pref_epistemic,true,false,false,1
2,pluralist,42,epistemic,false,false,true,true,295,113,3,3,0.793,3,59,0,3,0,0,responder,0.46438214150713664,proactive,pluralist,0.545410992333519,pref_epistemic,true,false,false,1
2,pluralist,43,care,false,true,false,true,685,213,5,5,0.539,7,63,2,5,0,0,disruptor,0.5433566676597086,reactive,pluralist,0.6367754846982119,pref_legal,true,false,false,1
2,pluralist,45,care,false,false,true,false,385,111,3,3,0.506,4,5,1,3,0,0,responder,0.04966521979886829,proactive,allCare,0.6232012054565328,pref_care,true,false,false,1
2,pluralist,48,apriori,true,true,true,true,395,245,2,2,0.955,4,88,2,2,0,0,responder,0.8366338508745961,proactive,utopian,0.4919462358231914,pref_legal,true,false,false,1
2,pluralist,49,epistemic,true,false,true,true,390,122,3,3,0.401,4,14,1,3,0,0,responder,0.17945997327242214,proactive,pluralist,0.7819847251165,pref_epistemic,true,false,false,1
2,pluralist,50,epistemic,true,true,true,true,675,321,4,4,0.943,6,56,2,4,0,0,mediator,0.16704314429956357,proactive,utopian,0.7238627914148803,pref_care,true,false,false,1
2,pluralist,51,apriori,false,false,false,false,490,153,1,1,0.697,4,8,3,1,0,0,disruptor,0.3676304979181563,reactive,collapsed,0.7368833982670677,pref_apriori,true,false,false,1
2,pluralist,52,care,true,false,true,true,300,95,1,1,0.355,2,3,1,1,0,0,mediator,0.4741051044665967,reactive,pluralist,0.6039436150991739,pref_care,true,false,false,1
2,pluralist,53,apriori,true,false,true,false,490,230,2,2,0.774,5,31,2,2,0,1,mediator,0.9984310614382436,proactive,pluralist,0.7190105723613597,pref_apriori,true,false,false,1
2,pluralist,54,epistemic,false,true,false,false,385,141,1,1,0.362,3,2,1,1,0,1,mediator,0.5775098976266536,reactive,authoritarian,0.5950835798801308,pref_epistemic,true,false,false,1
2,pluralist,55,apriori,false,true,false,false,690,202,4,4,0.422,7,1,3,4,0,0,mediator,0.8897140327491785,reactive,authoritarian,0.7169379938681509,pref_epistemic,true,false,false,1
2,pluralist,56,care,false,false,false,false,770,225,2,2,0.346,6,5,4,2,0,0,responder,0.8728516838109363,proactive,collapsed,0.5925220394943274,pref_epistemic,true,false,false,1
2,pluralist,57,legal,false,true,true,false,385,162,2,2,0.802,4,53,2,2,0,0,disruptor,0.1677682904948773,reactive,pluralist,0.552531420675333,pref_epistemic,true,false,false,1
2,pluralist,58,legal,false,false,true,false,395,109,2,2,0.726,3,2,1,2,0,0,responder,0.7091956571425843,reactive,allCare,0.6155522490465765,pref_apriori,true,false,false,1
2,pluralist,59,epistemic,false,false,true,true,1075,427,5,5,0.795,9,29,4,5,0,0,disruptor,0.12143175914989379,proactive,pluralist,0.5931106366201698,pref_legal,true,false,false,1
2,pluralist,60,apriori,false,false,true,false,685,296,3,3,0.872,6,67,3,3,0,0,mediator,0.11728338217070289,proactive,allCare,0.7026369191381348,pref_epistemic,true,false,false,1
2,pluralist,61,legal,true,false,true,false,200,50,1,1,0.353,2,2,1,1,0,0,disruptor,0.9436294084673026,proactive,pluralist,0.5745088975009929,pref_care,true,false,false,1
2,pluralist,62,legal,true,true,false,true,195,98,1,1,0.797,2,61,1,1,0,0,responder,0.4977356936817975,proactive,pluralist,0.7257959601685745,pref_epistemic,true,false,false,1
